268435456	1	3873.3
268435456	2	3456.5
268435456	3	3545.4
268435456	4	2728.7
268435456	5	2232.9
268435456	6	1888.7
268435456	7	1633.7
268435456	8	1435.3
268435456	9	1294.5
268435456	10	1177.3
268435456	11	1086.0
268435456	12	1022.9
268435456	13	972.2
268435456	14	926.4
268435456	15	891.7
268435456	16	758.8
268435456	17	853.2
268435456	18	844.8
268435456	19	837.5
268435456	20	828.2
268435456	21	819.3
268435456	22	811.5
268435456	23	805.0
268435456	24	797.7
268435456	25	796.4
268435456	26	790.9
268435456	27	786.0
268435456	28	782.8
268435456	29	780.1
268435456	30	774.7
268435456	31	770.7
268435456	32	708.1
268435456	33	764.2
268435456	34	763.1
268435456	35	758.8
268435456	36	758.1
268435456	37	758.9
268435456	38	762.8
268435456	39	783.6
268435456	40	787.9
268435456	41	883.2
268435456	42	885.9
268435456	43	887.0
268435456	44	891.3
268435456	45	895.3
268435456	46	892.5
268435456	47	872.5
268435456	48	814.5
268435456	49	866.3
268435456	50	890.9
268435456	51	896.0
268435456	52	898.4
268435456	53	895.3
268435456	54	894.8
268435456	55	894.6
268435456	56	897.9
268435456	57	891.8
268435456	58	886.9
268435456	59	882.9
268435456	60	882.8
268435456	61	873.1
268435456	62	872.5
268435456	63	839.7
268435456	64	844.5
268435456	65	836.7
268435456	66	861.0
268435456	67	858.2
268435456	68	861.8
268435456	69	855.2
268435456	70	859.9
268435456	71	859.0
268435456	72	860.0
268435456	73	857.4
268435456	74	855.3
268435456	75	854.5
268435456	76	856.3
268435456	77	853.6
268435456	78	848.8
268435456	79	822.0
268435456	80	817.5
268435456	81	821.5
268435456	82	844.3
268435456	83	849.4
268435456	84	851.0
268435456	85	848.8
268435456	86	854.2
268435456	87	848.6
268435456	88	851.0
268435456	89	847.8
268435456	90	848.2
268435456	91	848.5
268435456	92	852.6
268435456	93	834.3
268435456	94	841.3
268435456	95	829.2
268435456	96	831.3
268435456	97	828.5
268435456	98	841.3
268435456	99	852.0
268435456	100	857.6
268435456	101	851.4
268435456	102	853.4
268435456	103	859.5
268435456	104	859.3
268435456	105	857.1
268435456	106	857.8
268435456	107	854.8
268435456	108	858.1
268435456	109	857.1
268435456	110	851.4
268435456	111	845.0
268435456	112	812.3
268435456	113	849.2
268435456	114	855.6
268435456	115	859.5
268435456	116	868.4
268435456	117	870.3
268435456	118	840.0
268435456	119	864.6
268435456	120	877.3
268435456	121	880.7
268435456	122	879.2
268435456	123	877.5
268435456	124	888.2
268435456	125	886.2
268435456	126	889.8
268435456	127	890.7
134217728	1	7168.0
134217728	2	5094.9
134217728	3	3541.1
134217728	4	2740.1
134217728	5	2235.3
134217728	6	1890.0
134217728	7	1629.2
134217728	8	1436.7
134217728	9	1293.1
134217728	10	1178.2
134217728	11	1080.7
134217728	12	1034.8
134217728	13	1008.5
134217728	14	951.5
134217728	15	901.9
134217728	16	757.8
134217728	17	850.8
134217728	18	844.4
134217728	19	836.6
134217728	20	831.3
134217728	21	816.8
134217728	22	798.6
134217728	23	803.7
134217728	24	800.4
134217728	25	795.1
134217728	26	789.6
134217728	27	786.1
134217728	28	780.9
134217728	29	777.2
134217728	30	774.2
134217728	31	767.9
134217728	32	706.2
134217728	33	761.6
134217728	34	759.4
134217728	35	759.1
134217728	36	758.4
134217728	37	755.4
134217728	38	759.5
134217728	39	780.2
134217728	40	787.4
134217728	41	887.2
134217728	42	892.7
134217728	43	898.3
134217728	44	905.1
134217728	45	912.6
134217728	46	912.5
134217728	47	896.3
134217728	48	810.4
134217728	49	893.2
134217728	50	921.7
134217728	51	928.5
134217728	52	946.2
134217728	53	941.1
134217728	54	951.9
134217728	55	956.8
134217728	56	957.5
134217728	57	958.4
134217728	58	962.6
134217728	59	966.1
134217728	60	972.8
134217728	61	972.4
134217728	62	973.5
134217728	63	958.5
134217728	64	839.0
134217728	65	967.5
134217728	66	1000.4
134217728	67	1012.0
134217728	68	1030.9
134217728	69	1036.5
134217728	70	1047.8
134217728	71	1069.2
134217728	72	1082.1
134217728	73	1087.2
134217728	74	1105.0
134217728	75	1110.6
134217728	76	1136.1
134217728	77	1149.7
134217728	78	1156.7
134217728	79	1147.3
134217728	80	824.9
134217728	81	1193.5
134217728	82	1200.7
134217728	83	1249.1
134217728	84	1270.4
134217728	85	1287.9
134217728	86	1303.9
134217728	87	1329.2
134217728	88	1362.6
134217728	89	1376.3
134217728	90	1380.5
134217728	91	1404.4
134217728	92	1430.1
134217728	93	1427.8
134217728	94	1454.8
134217728	95	1454.7
134217728	96	832.1
134217728	97	1495.5
134217728	98	1518.3
134217728	99	1540.0
134217728	100	1618.7
134217728	101	1587.5
134217728	102	1641.9
134217728	103	1647.5
134217728	104	1732.1
134217728	105	1718.1
134217728	106	1745.0
134217728	107	1735.2
134217728	108	1754.9
134217728	109	1772.1
134217728	110	1779.0
134217728	111	1808.4
134217728	112	878.1
134217728	113	1818.4
134217728	114	1845.2
134217728	115	1886.8
134217728	116	1942.6
134217728	117	1920.6
134217728	118	1937.1
134217728	119	1937.6
134217728	120	2076.8
134217728	121	1967.8
134217728	122	1988.7
134217728	123	2038.3
134217728	124	2047.6
134217728	125	2082.4
134217728	126	2075.8
134217728	127	2115.6
67108864	1	7178.0
67108864	2	5103.3
67108864	3	3552.2
67108864	4	2742.0
67108864	5	2229.4
67108864	6	1889.0
67108864	7	1633.5
67108864	8	1438.0
67108864	9	1295.0
67108864	10	1174.5
67108864	11	1089.8
67108864	12	1021.5
67108864	13	971.3
67108864	14	926.0
67108864	15	889.5
67108864	16	754.3
67108864	17	846.3
67108864	18	840.1
67108864	19	831.3
67108864	20	838.7
67108864	21	875.6
67108864	22	809.8
67108864	23	800.4
67108864	24	793.5
67108864	25	792.3
67108864	26	788.0
67108864	27	781.7
67108864	28	780.1
67108864	29	778.5
67108864	30	772.8
67108864	31	771.3
67108864	32	704.4
67108864	33	770.5
67108864	34	765.9
67108864	35	767.7
67108864	36	767.8
67108864	37	771.0
67108864	38	778.0
67108864	39	864.3
67108864	40	875.3
67108864	41	1148.5
67108864	42	1205.0
67108864	43	1256.9
67108864	44	1318.7
67108864	45	1404.8
67108864	46	1503.9
67108864	47	1594.0
67108864	48	849.1
67108864	49	1669.4
67108864	50	1781.2
67108864	51	1808.4
67108864	52	1918.7
67108864	53	1943.7
67108864	54	1991.9
67108864	55	2036.2
67108864	56	2294.9
67108864	57	2182.8
67108864	58	2184.5
67108864	59	2266.9
67108864	60	2418.2
67108864	61	2343.8
67108864	62	2357.7
67108864	63	2358.8
67108864	64	835.8
67108864	65	2543.2
67108864	66	2616.4
67108864	67	2588.7
67108864	68	2808.4
67108864	69	2814.0
67108864	70	2904.0
67108864	71	2900.5
67108864	72	3295.0
67108864	73	2976.1
67108864	74	3022.9
67108864	75	3061.8
67108864	76	3218.4
67108864	77	3064.4
67108864	78	3186.2
67108864	79	3091.4
67108864	80	1202.3
67108864	81	3213.1
67108864	82	3220.6
67108864	83	3181.3
67108864	84	3417.2
67108864	85	3300.5
67108864	86	3339.3
67108864	87	3331.1
67108864	88	3479.4
67108864	89	3353.5
67108864	90	3398.0
67108864	91	3307.8
67108864	92	3397.9
67108864	93	3354.3
67108864	94	3329.3
67108864	95	3367.8
67108864	96	854.9
67108864	97	3384.8
67108864	98	3361.8
67108864	99	3467.8
67108864	100	3391.7
67108864	101	3406.7
67108864	102	3349.7
67108864	103	3391.5
67108864	104	3392.5
67108864	105	3365.3
67108864	106	3371.8
67108864	107	3338.1
67108864	108	3351.9
67108864	109	3331.4
67108864	110	3322.6
67108864	111	3357.4
67108864	112	2007.8
67108864	113	3329.4
67108864	114	3289.4
67108864	115	3252.7
67108864	116	3280.1
67108864	117	3272.8
67108864	118	3218.1
67108864	119	3223.3
67108864	120	3212.4
67108864	121	3224.3
67108864	122	3196.1
67108864	123	3154.3
67108864	124	3163.4
67108864	125	3158.1
67108864	126	3141.5
67108864	127	3125.8
33554432	1	7184.3
33554432	2	5122.9
33554432	3	3568.4
33554432	4	2742.9
33554432	5	2239.7
33554432	6	1894.8
33554432	7	1639.7
33554432	8	1433.4
33554432	9	1301.8
33554432	10	1183.3
33554432	11	1092.5
33554432	12	1025.7
33554432	13	979.9
33554432	14	957.9
33554432	15	898.1
33554432	16	766.0
33554432	17	873.2
33554432	18	868.4
33554432	19	871.5
33554432	20	867.1
33554432	21	870.8
33554432	22	877.7
33554432	23	882.4
33554432	24	897.2
33554432	25	917.5
33554432	26	928.9
33554432	27	951.0
33554432	28	978.7
33554432	29	995.2
33554432	30	1020.9
33554432	31	1055.7
33554432	32	710.2
33554432	33	1109.9
33554432	34	1137.0
33554432	35	1171.0
33554432	36	1232.1
33554432	37	1309.8
33554432	38	1379.3
33554432	39	1531.3
33554432	40	1635.0
33554432	41	2051.2
33554432	42	2163.7
33554432	43	2224.0
33554432	44	2553.4
33554432	45	3281.5
33554432	46	3538.5
33554432	47	3611.1
33554432	48	1612.6
33554432	49	3709.9
33554432	50	3780.4
33554432	51	3706.4
33554432	52	3768.9
33554432	53	3681.6
33554432	54	3727.7
33554432	55	3717.1
33554432	56	3753.8
33554432	57	3757.0
33554432	58	3732.7
33554432	59	3734.7
33554432	60	3735.2
33554432	61	3716.4
33554432	62	3730.5
33554432	63	3743.8
33554432	64	834.0
33554432	65	3703.4
33554432	66	3741.6
33554432	67	3737.8
33554432	68	3721.5
33554432	69	3719.2
33554432	70	3709.6
33554432	71	3708.8
33554432	72	3719.7
33554432	73	3717.5
33554432	74	3696.4
33554432	75	3692.0
33554432	76	3698.0
33554432	77	3694.0
33554432	78	3683.8
33554432	79	3662.4
33554432	80	3420.3
33554432	81	3661.6
33554432	82	3641.8
33554432	83	3641.1
33554432	84	3642.5
33554432	85	3624.9
33554432	86	3617.4
33554432	87	3582.8
33554432	88	3604.2
33554432	89	3593.9
33554432	90	3594.5
33554432	91	3580.2
33554432	92	3578.5
33554432	93	3558.4
33554432	94	3557.8
33554432	95	3545.1
33554432	96	1590.9
33554432	97	3513.7
33554432	98	3514.9
33554432	99	3499.0
33554432	100	3487.5
33554432	101	3491.7
33554432	102	3471.4
33554432	103	3452.4
33554432	104	3444.8
33554432	105	3426.2
33554432	106	3440.6
33554432	107	3404.4
33554432	108	3406.0
33554432	109	3391.1
33554432	110	3373.2
33554432	111	3358.1
33554432	112	3522.1
33554432	113	3326.3
33554432	114	3333.0
33554432	115	3304.0
33554432	116	3284.6
33554432	117	3273.7
33554432	118	3252.1
33554432	119	3239.8
33554432	120	3240.4
33554432	121	3220.0
33554432	122	3215.2
33554432	123	3196.6
33554432	124	3170.2
33554432	125	3170.2
33554432	126	3142.1
33554432	127	3124.2
16777216	1	7355.9
16777216	2	5613.8
16777216	3	4095.7
16777216	4	3187.5
